Drug_A,Drug_A_SMILES,Drug_B,Drug_B_SMILES,A_MW,B_MW,Delta_MW,A_LogP,B_LogP,Delta_LogP,A_HBD,B_HBD,Delta_HBD,A_HBA,B_HBA,Delta_HBA,A_TPSA,B_TPSA,Delta_TPSA,A_Rotatable_Bonds,B_Rotatable_Bonds,Delta_Rotatable_Bonds,A_pKa_Acidic,B_pKa_Acidic,Delta_pKa_Acidic,A_pKa_Basic,B_pKa_Basic,Delta_pKa_Basic,A_Solubility_mg_ml,B_Solubility_mg_ml,Delta_Solubility_mg_ml,Chemical_Distance,Tanimoto_Similarity,Oral_Compatibility_Label
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Piqray,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,130.08,441.5,-311.42,-0.66,2.76,-3.42,2,2,0,3,8,-5,58.2,129,-70.8,0,4,-4,7.18,7.79,-0.61,-8,2.81,-10.81,5.86,0.00528,5.85472,319.6861879,0.052631579,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,130.08,434.5,-304.42,-0.66,2.5,-3.16,2,2,0,3,7,-4,58.2,91.2,-33,0,5,-5,7.18,11.59,-4.41,-8,8.87,-16.87,5.86,0.231,5.629,306.8342429,0.053333333,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Sacituzumab Govitecan-hziy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,130.08,1601.8,-1471.72,-0.66,0,-0.66,2,8,-6,3,30,-27,58.2,497,-438.8,0,54,-54,7.18,0,7.18,-8,0,-8,5.86,0,5.86,1536.989436,0.036363636,0
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Soltamox,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,130.08,563.6,-433.52,-0.66,5.93,-6.59,2,4,-2,3,9,-6,58.2,145,-86.8,0,13,-13,7.18,0,7.18,-8,8.76,-16.76,5.86,0.00102,5.85898,442.8239336,0.081967213,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Talazoparib Tosylate,CC1=CC=C(C=C1)S(=O)(=O)O.CN1C(=NC=N1)[C@@H]2[C@H](NC3=CC(=CC4=C3C2=NNC4=O)F)C5=CC=C(C=C5)F,130.08,552.6,-422.52,-0.66,2.93,-3.59,2,3,-1,3,10,-7,58.2,147,-88.8,0,3,-3,7.18,9.48,-2.3,-8,1.66,-9.66,5.86,0.101,5.759,431.9864005,0.133333333,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Talzenna,nan,130.08,458.6,-328.52,-0.66,2.5,-3.16,2,3,-1,3,8,-5,58.2,112,-53.8,0,5,-5,7.18,10.32,-3.14,-8,3.32,-11.32,5.86,0.0253,5.8347,333.2459478,0,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Tamoxifen Citrate,CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,130.08,563.6,-433.52,-0.66,5.93,-6.59,2,4,-2,3,9,-6,58.2,145,-86.8,0,13,-13,7.18,0,7.18,-8,8.76,-16.76,5.86,0.00102,5.85898,442.8239336,0.081967213,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Taxotere,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,130.08,807.9,-677.82,-0.66,2.59,-3.25,2,5,-3,3,14,-11,58.2,224,-165.8,0,13,-13,7.18,11.9,-4.72,-8,-3,-5,5.86,0.0127,5.8473,698.0835367,0.038461538,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Tepadina,C1CN1P(=S)(N2CC2)N3CC3,130.08,189.22,-59.14,-0.66,0.17,-0.83,2,0,2,3,4,-1,58.2,41.1,17.1,0,3,-3,7.18,0,7.18,-8,-0.3,-7.7,5.86,9.27,-3.41,62.66664982,0,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Tepylute,C1CN1P(=S)(N2CC2)N3CC4,130.08,189.22,-59.14,-0.66,0.17,-0.83,2,0,2,3,4,-1,58.2,41.1,17.1,0,3,-3,7.18,0,7.18,-8,-0.3,-7.7,5.86,9.27,-3.41,62.66664982,0,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Thiotepa,C1CN1P(=S)(N2CC2)N3CC3,130.08,189.22,-59.14,-0.66,0.17,-0.83,2,0,2,3,4,-1,58.2,41.1,17.1,0,3,-3,7.18,0,7.18,-8,-0.3,-7.7,5.86,9.27,-3.41,62.66664982,0,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Toremifene,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3,130.08,406,-275.92,-0.66,5.65,-6.31,2,0,2,3,2,1,58.2,12.5,45.7,0,9,-9,7.18,0,7.18,-8,8.76,-16.76,5.86,0.000409,5.859591,280.5582601,0.036363636,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Trodelvy,CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)OC(=O)OCC5=CC=C(C=C5)NC(=O)[C@H](CCCCN)NC(=O)COCC(=O)NCCOCCOCCOCCOCCOCCOCCOCCOCCN6C=C(N=N6)CNC(=O)C7CCC(CC7)CN8C(=O)CC(C8=O)SC[C@@H](C(=O)O)N)C2=NC9=C1C=C(C=C9)O,130.08,1601.8,-1471.72,-0.66,0,-0.66,2,8,-6,3,30,-27,58.2,497,-438.8,0,54,-54,7.18,0,7.18,-8,0,-8,5.86,0,5.86,1536.989436,0.036363636,0
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Truqap,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,130.08,428.9,-298.82,-0.66,1.31,-1.97,2,4,-2,3,6,-3,58.2,120,-61.8,0,6,-6,7.18,13.03,-5.85,-8,8.33,-16.33,5.86,0.0253,5.8347,305.7784303,0.070422535,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Tucatinib,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,130.08,480.5,-350.42,-0.66,3.87,-4.53,2,2,0,3,8,-5,58.2,111,-52.8,0,6,-6,7.18,17.08,-9.9,-8,4.57,-12.57,5.86,0.004,5.856,354.8997674,0.024691358,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Tukysa,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C6,130.08,480.5,-350.42,-0.66,3.87,-4.53,2,2,0,3,8,-5,58.2,111,-52.8,0,6,-6,7.18,17.08,-9.9,-8,4.57,-12.57,5.86,0.004,5.856,354.8997674,0,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Tykerb,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,130.08,581.1,-451.02,-0.66,5.18,-5.84,2,2,0,3,9,-6,58.2,115,-56.8,0,11,-11,7.18,16.44,-9.26,-8,7.26,-15.26,5.86,0.0223,5.8377,455.1802719,0.057471264,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Verzenio,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,130.08,506.6,-376.52,-0.66,4.25,-4.91,2,1,1,3,9,-6,58.2,75,-16.8,0,7,-7,7.18,10.27,-3.09,-8,7.94,-15.94,5.86,0.0159,5.8441,377.4353504,0.064935065,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Vinblastine,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O,130.08,811,-680.92,-0.66,4.22,-4.88,2,3,-1,3,12,-9,58.2,154,-95.8,0,10,-10,7.18,10.87,-3.69,-8,8.86,-16.86,5.86,0.0169,5.8431,688.0170916,0.045454545,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Vinblastine Sulfate,CC[C@@]1(C[C@H]2C[C@@](C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)[C@]78CCN9[C@H]7[C@@](C=CC9)([C@H]([C@@]([C@@H]8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O,130.08,909.1,-779.02,-0.66,4.18,-4.84,2,5,-3,3,16,-13,58.2,237,-178.8,0,10,-10,7.18,10.87,-3.69,-8,8.86,-16.86,5.86,0.0169,5.8431,799.6718349,0.043859649,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Xeloda,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,130.08,359.35,-229.27,-0.66,1.17,-1.83,2,3,-1,3,7,-4,58.2,121,-62.8,0,7,-7,7.18,8.63,-1.45,-8,0.073,-8.073,5.86,0.248,5.612,238.0686711,0.125,1
5-Fluorouracil,C1=C(C(=O)NC(=O)N1)F,Zoladex,CC(C)C[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)N1CCC[C@H]1C(=O)NNC(=O)N)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](CC2=CC=C(C=C2)O)NC(=O)[C@H](CO)NC(=O)[C@H](CC3=CNC4=CC=CC=C43)NC(=O)[C@H](CC5=CN=CN5)NC(=O)[C@@H]6CCC(=O)N6,130.08,1269.4,-1139.32,-0.66,0.3,-0.96,2,17,-15,3,16,-13,58.2,496,-437.8,0,32,-32,7.18,9.36,-2.18,-8,10.91,-18.91,5.86,0.0283,5.8317,1221.283822,0.062015504,0
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Abraxane,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,506.6,853.9,-347.3,4.42,3.54,0.88,1,4,-3,9,14,-5,75,221,-146,7,14,-7,10.27,11.9,-1.63,7.94,-1.2,9.14,0.0159,0.00556,0.01034,376.9658619,0.071942446,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Afinitor,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,506.6,958.2,-451.6,4.42,5.01,-0.59,1,3,-2,9,14,-5,75,205,-130,7,9,-2,10.27,9.96,0.31,7.94,-2.7,10.64,0.0159,0.00163,0.01427,470.0948989,0.104575163,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Alpelisib,CC1=C(SC(=N1)NC(=O)N2CCC[C@H]2C(=O)N)C3=CC(=NC=C3)C(C)(C)C(F)(F)F,506.6,441.5,65.1,4.42,2.81,1.61,1,2,-1,9,8,1,75,129,-54,7,4,3,10.27,7.79,2.48,7.94,2.81,5.13,0.0159,0.00528,0.01062,84.85322335,0.137614679,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Anastrozole,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,506.6,293.4,213.2,4.42,1.58,2.84,1,0,1,9,4,5,75,78.3,-3.3,7,4,3,10.27,1.4,8.87,7.94,2,5.94,0.0159,0.0661,-0.0502,213.5934424,0.102272727,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Aredia,C(CN)C(O)(P(=O)(O)[O-])P(=O)(O)[O-].[Na+].[Na+],506.6,279.03,227.57,4.42,-4.5,8.92,1,4,-3,9,8,1,75,167,-92,7,4,3,10.27,0.67,9.6,7.94,9.86,-1.92,0.0159,15.8,-15.7841,246.3648829,0.037037037,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Arimidex,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,506.6,293.4,213.2,4.42,2.31,2.11,1,0,1,9,4,5,75,78.3,-3.3,7,4,3,10.27,1.4,8.87,7.94,2,5.94,0.0159,0.0661,-0.0502,213.5849834,0.102272727,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Aromasin,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,506.6,296.4,210.2,4.42,2.67,1.75,1,0,1,9,2,7,75,34.1,40.9,7,0,7,10.27,0,10.27,7.94,-5,12.94,0.0159,0.00683,0.00907,215.015881,0.083333333,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Avgemsi,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,506.6,299.66,206.94,4.42,0.14,4.28,1,4,-3,9,6,3,75,108,-33,7,2,5,10.27,11.52,-1.25,7.94,3.65,4.29,0.0159,22.3,-22.2841,210.9289684,0.094736842,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Beizray,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,506.6,807.9,-301.3,4.42,2.4,2.02,1,5,-4,9,14,-5,75,224,-149,7,13,-6,10.27,11.9,-1.63,7.94,-3,10.94,0.0159,0.0127,0.0032,336.4314357,0.070422535,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Capecitabine,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O,506.6,359.35,147.25,4.42,1.17,3.25,1,3,-2,9,7,2,75,121,-46,7,7,0,10.27,8.63,1.64,7.94,0.073,7.867,0.0159,0.248,-0.2321,154.5372387,0.126213592,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Capivasertib,C1CN(CCC1(C(=O)N[C@@H](CCO)C2=CC=C(C=C2)Cl)N)C3=NC=NC4=C3C=CN4,506.6,428.9,77.7,4.42,1.131,3.289,1,4,-3,9,6,3,75,120,-45,7,6,1,10.27,13.03,-2.76,7.94,8.33,-0.39,0.0159,0.0253,-0.0094,89.99931838,0.132075472,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Cyclophosphamide,C1CNP(=O)(OC1)N(CCCl)CCCl,506.6,261.08,245.52,4.42,0.76,3.66,1,1,0,9,4,5,75,41.6,33.4,7,5,2,10.27,13.48,-3.21,7.94,0,7.94,0.0159,15.1,-15.0841,248.473145,0.022727273,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Docetaxel,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,506.6,807.9,-301.3,4.42,2.92,1.5,1,5,-4,9,14,-5,75,0,75,7,13,-6,10.27,11.9,-1.63,7.94,-3,10.94,0.0159,0.0127,0.0032,310.8187261,0.070422535,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Doxorubicin Hydrochloride,C[C@H]1[C@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,506.6,580,-73.4,4.42,1.41,3.01,1,7,-6,9,12,-3,75,206,-131,7,5,2,10.27,8.01,2.26,7.94,10.03,-2.09,0.0159,1.18,-1.1641,150.3909935,0.062992126,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Elacestrant Dihydrochloride,CCNCCC1=CC=C(C=C1)CN(CC)C2=C(C=CC(=C2)OC)[C@@H]3CCC4=C(C3)C=CC(=C4)O.Cl.Cl,506.6,531.6,-25,4.42,6.54,-2.12,1,4,-3,9,4,5,75,44.7,30.3,7,10,-3,10.27,10.58,-0.31,7.94,9.96,-2.02,0.0159,0.00035,0.01555,39.93446058,0.107142857,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Ellence,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,506.6,580,-73.4,4.42,1.41,3.01,1,7,-6,9,12,-3,75,206,-131,7,5,2,10.27,8.01,2.26,7.94,10.03,-2.09,0.0159,1.18,-1.1641,150.3909935,0.062992126,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Epirubicin Hydrochloride,C[C@H]1[C@@H]([C@H](C[C@@H](O1)O[C@H]2C[C@@](CC3=C2C(=C4C(=C3O)C(=O)C5=C(C4=O)C(=CC=C5)OC)O)(C(=O)CO)O)N)O.Cl,506.6,580,-73.4,4.42,0.54,3.88,1,7,-6,9,12,-3,75,206,-131,7,5,2,10.27,8.01,2.26,7.94,10.03,-2.09,0.0159,1.18,-1.1641,150.4109212,0.062992126,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Eribulin,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O,506.6,729.9,-223.3,4.42,1.26,3.16,1,2,-1,9,12,-3,75,146,-71,7,4,3,10.27,14.82,-4.55,7.94,9.56,-1.62,0.0159,0.0798,-0.0639,234.4274015,0.04379562,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Eribulin Mesylate,C[C@@H]1C[C@@H]2CC[C@H]3C(=C)C[C@@H](O3)CC[C@]45C[C@@H]6[C@H](O4)[C@H]7[C@@H](O6)[C@@H](O5)[C@@H]8[C@@H](O7)CC[C@@H](O8)CC(=O)C[C@H]9[C@H](C[C@H](C1=C)O2)O[C@@H]([C@@H]9OC)C[C@@H](CN)O.CS(=O)(=O)O,506.6,826,-319.4,4.42,1.26,3.16,1,3,-2,9,15,-6,75,209,-134,7,4,3,10.27,14.82,-4.55,7.94,9.56,-1.62,0.0159,0.0798,-0.0639,346.4890714,0.04964539,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Everolimus,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)OCCO)C)/C)O)OC)C)C)/C)OC,506.6,958.2,-451.6,4.42,5.01,-0.59,1,3,-2,9,14,-5,75,205,-130,7,9,-2,10.27,9.96,0.31,7.94,-2.7,10.64,0.0159,0.00163,0.01427,470.0948989,0.104575163,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Exemestane,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C4=CC(=O)C=C[C@]34C,506.6,296.4,210.2,4.42,2.67,1.75,1,0,1,9,2,7,75,34.1,40.9,7,0,7,10.27,0,10.27,7.94,-5,12.94,0.0159,0.00683,0.00907,215.015881,0.083333333,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Fareston,CN(C)CCOC1=CC=C(C=C1)/C(=C(/CCCl)\C2=CC=CC=C2)/C3=CC=CC=C3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O,506.6,598.1,-91.5,4.42,5.65,-1.23,1,4,-3,9,9,0,75,145,-70,7,14,-7,10.27,0,10.27,7.94,8.76,-0.82,0.0159,0.000409,0.015491,115.9219929,0.056074766,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Faslodex,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,506.6,606.8,-100.2,4.42,7.57,-3.15,1,2,-1,9,9,0,75,76.7,-1.7,7,14,-7,10.27,10.23,0.04,7.94,-0.88,8.82,0.0159,0.00672,0.00918,100.8991902,0.086956522,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Femara,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,506.6,285.3,221.3,4.42,1.86,2.56,1,0,1,9,4,5,75,78.3,-3.3,7,3,4,10.27,0,10.27,7.94,1.89,6.05,0.0159,0.0799,-0.064,221.7548491,0.095238095,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Fluorouracil,C1=C(C(=O)NC(=O)N1)F,506.6,130.08,376.52,4.42,-0.58,5,1,2,-1,9,3,6,75,58.2,16.8,7,0,7,10.27,7.18,3.09,7.94,-8,15.94,0.0159,5.86,-5.8441,377.4365319,0.064935065,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Fluoxymesterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@]4(C)O)C)O)F,506.6,336.4,170.2,4.42,2.5,1.92,1,2,-1,9,4,5,75,57.5,17.5,7,0,7,10.27,13.6,-3.33,7.94,-3,10.94,0.0159,0.0452,-0.0293,171.7083276,0.059405941,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Frindovyx,C1CNP(=O)(OC1)N(CCCl)CCCl,506.6,261.08,245.52,4.42,0.76,3.66,1,1,0,9,4,5,75,41.6,33.4,7,5,2,10.27,13.48,-3.21,7.94,0,7.94,0.0159,15.1,-15.0841,248.473145,0.022727273,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Fulvestrant,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)[C@@H](CC4=C3C=CC(=C4)O)CCCCCCCCCS(=O)CCCC(C(F)(F)F)(F)F,506.6,606.8,-100.2,4.42,6.54,-2.12,1,2,-1,9,9,0,75,76.7,-1.7,7,14,-7,10.27,10.32,-0.05,7.94,-0.88,8.82,0.0159,0.00672,0.00918,100.8722925,0.086956522,1
Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F,Gemcitabine Hydrochloride,C1=CN(C(=O)N=C1N)[C@H]2C([C@@H]([C@H](O2)CO)O)(F)F.Cl,506.6,299.66,206.94,4.42,0.14,4.28,1,4,-3,9,6,3,75,108,-33,7,2,5,10.27,11.52,-1.25,7.94,3.65,4.29,0.0159,22.3,-22.2841,210.9289684,0.094736842,1
